(2.125160778671503, ([4], 0.0005, 1))
(1.0151491272449493, ([4, 10], 0.008, 1))
(0.9930879280567171, ([4, 10], 0.008, 2))
(1.0187245819568633, ([4, 10], 0.008, 3))
(1.28561701631546, ([4, 10], 0.008, 4))
(1.0712864369153976, ([4, 10], 0.008, 5))
(1.2746593296527862, ([4, 10], 0.0085, 1))
(1.314461593389511, ([4, 10], 0.0085, 2))
(1.5606691062450408, ([4, 10], 0.0085, 3))
(1.5739141122102738, ([4, 10], 0.0085, 4))
(1.3867130801677703, ([4, 10], 0.0085, 5))
(1.6010190383195877, ([4, 10], 0.009000000000000001, 1))
(0.7574095339775085, ([4, 10], 0.009000000000000001, 2))
(0.7716300222873687, ([4, 10], 0.009000000000000001, 3))
(1.2582389801740645, ([4, 10], 0.009000000000000001, 4))
(0.8848697423934937, ([4, 10], 0.009000000000000001, 5))
(1.642925465106964, ([4, 10], 0.009500000000000001, 1))
(1.7029944033622741, ([4, 10], 0.009500000000000001, 2))
(0.9387952297925949, ([4, 10], 0.009500000000000001, 3))
(1.2359967694282532, ([4, 10], 0.009500000000000001, 4))
(0.8754547491669655, ([4, 10], 0.009500000000000001, 5))
(1.0718871836662291, ([4, 10], 0.01, 1))
(1.6503815803527833, ([4, 10], 0.01, 2))
(1.1212865428924559, ([4, 10], 0.01, 3))
(2.7555837452411653, ([4, 10], 0.01, 4))
(2.4120828912258148, ([4, 10], 0.01, 5))
(1.8216007248163222, ([4, 12], 0.0005, 1))
(1.3548164874911308, ([4, 12], 0.0005, 2))
(2.4295680255293846, ([4, 12], 0.0005, 3))
(0.8103886052966118, ([4, 12], 0.0005, 4))
(1.4777794048786164, ([4, 12], 0.0005, 5))
(0.7890377824306488, ([4, 12], 0.001, 1))
(0.8579460322856903, ([4, 12], 0.001, 2))
(1.4832568902522325, ([4, 12], 0.001, 3))
(1.0792563707232474, ([4, 12], 0.001, 4))
(1.4260328431725502, ([4, 12], 0.001, 5))
(1.2225069352090359, ([4, 12], 0.0015, 1))
(1.3520463824272155, ([4, 12], 0.0015, 2))
(0.9542631553411483, ([4, 12], 0.0015, 3))
(2.240886355936527, ([4, 12], 0.0015, 4))
(1.7386367247104644, ([4, 12], 0.0015, 5))
(1.1399939045906067, ([4, 12], 0.002, 1))
(1.236384445786476, ([4, 12], 0.002, 2))
(1.0852774798870086, ([4, 12], 0.002, 3))
(0.7051282390952109, ([4, 12], 0.002, 4))
(0.9596998292207719, ([4, 12], 0.002, 5))
(1.2996538609266282, ([4, 12], 0.0025, 1))
(1.5885910079479217, ([4, 12], 0.0025, 2))
(1.5284972027540207, ([4, 12], 0.0025, 3))
(1.5139272742569445, ([4, 12], 0.0025, 4))
(1.5864257097244263, ([4, 12], 0.0025, 5))
(0.6992585659027098, ([4, 12], 0.003, 1))
(1.3119669438004493, ([4, 12], 0.003, 2))
(0.8719726622104644, ([4, 12], 0.003, 3))
(1.2237297937870024, ([4, 12], 0.003, 4))
(1.9324513421058658, ([4, 12], 0.003, 5))
(1.3607169218957424, ([4, 12], 0.0035, 1))
(1.362199506521225, ([4, 12], 0.0035, 2))
(1.2089122400283814, ([4, 12], 0.0035, 3))
(1.3308388859033584, ([4, 12], 0.0035, 4))
(1.3437779531478882, ([4, 12], 0.0035, 5))
(0.8275374189615249, ([4, 12], 0.004, 1))
(1.0284416735172273, ([4, 12], 0.004, 2))
(1.5003842848539353, ([4, 12], 0.004, 3))
(1.2821216077804565, ([4, 12], 0.004, 4))
(1.1303937420845032, ([4, 12], 0.004, 5))
(1.654368642091751, ([4, 12], 0.0045000000000000005, 1))
(0.9029304534196854, ([4, 12], 0.0045000000000000005, 2))
(0.8112018291950225, ([4, 12], 0.0045000000000000005, 3))
(0.9840158584713936, ([4, 12], 0.0045000000000000005, 4))
(1.1808171377182006, ([4, 12], 0.0045000000000000005, 5))
(0.914683500289917, ([4, 12], 0.005000000000000001, 1))
(0.7226895261406898, ([4, 12], 0.005000000000000001, 2))
(3.230342577457428, ([4, 12], 0.005000000000000001, 3))
(1.102782889008522, ([4, 12], 0.005000000000000001, 4))
(1.5418559417724609, ([4, 12], 0.005000000000000001, 5))
(1.1154611874222755, ([4, 12], 0.0055, 1))
(1.6142250702381133, ([4, 12], 0.0055, 2))
(0.8620408792495727, ([4, 12], 0.0055, 3))
(1.3151478841900826, ([4, 12], 0.0055, 4))
(1.5457056760787964, ([4, 12], 0.0055, 5))
(2.0799566745758056, ([4, 12], 0.006, 1))
(1.4535556387752293, ([4, 12], 0.006, 2))
(1.2889014720916747, ([4, 12], 0.006, 3))
(1.63647158741951, ([4, 12], 0.006, 4))
(1.135883444547653, ([4, 12], 0.006, 5))
(1.227965289413929, ([4, 12], 0.006500000000000001, 1))
(1.5687510118484496, ([4, 12], 0.006500000000000001, 2))
(1.4234947667121887, ([4, 12], 0.006500000000000001, 3))
(1.3569312453866005, ([4, 12], 0.006500000000000001, 4))
(0.7271009311676024, ([4, 12], 0.006500000000000001, 5))
(1.2821711659431458, ([4, 12], 0.007000000000000001, 1))
(2.3280907735824585, ([4, 12], 0.007000000000000001, 2))
(1.5565290600061417, ([4, 12], 0.007000000000000001, 3))
(1.2001364356875421, ([4, 12], 0.007000000000000001, 4))
(0.8373252022266389, ([4, 12], 0.007000000000000001, 5))
(1.7322074353694916, ([4, 12], 0.0075, 1))
(1.7906803737059236, ([4, 12], 0.0075, 2))
(3.0840201187133784, ([4, 12], 0.0075, 3))
(1.2590272027254106, ([4, 12], 0.0075, 4))
(1.616541130900383, ([4, 12], 0.0075, 5))
(2.3593258724212647, ([4, 12], 0.008, 1))
(1.0434146046638488, ([4, 12], 0.008, 2))
(1.0970695451498031, ([4, 12], 0.008, 3))
(1.718821026444435, ([4, 12], 0.008, 4))
(1.3844387071132658, ([4, 12], 0.008, 5))
(0.9614030704498291, ([4, 12], 0.0085, 1))
(1.2625230714678763, ([4, 12], 0.0085, 2))
(1.6188231424093247, ([4, 12], 0.0085, 3))
(1.3148440152406693, ([4, 12], 0.0085, 4))
(1.1475059807300567, ([4, 12], 0.0085, 5))
(1.4184524402618408, ([4, 12], 0.009000000000000001, 1))
(0.9944094657897949, ([4, 12], 0.009000000000000001, 2))
(1.6294420138001442, ([4, 12], 0.009000000000000001, 3))
(0.7294190570712089, ([4, 12], 0.009000000000000001, 4))
(1.3122750446796416, ([4, 12], 0.009000000000000001, 5))
(1.117317663192749, ([4, 12], 0.009500000000000001, 1))
(1.4229883522987365, ([4, 12], 0.009500000000000001, 2))
(1.1536859035491944, ([4, 12], 0.009500000000000001, 3))
(0.782313686966896, ([4, 12], 0.009500000000000001, 4))
(2.317621013998985, ([4, 12], 0.009500000000000001, 5))
(1.62005366563797, ([4, 12], 0.01, 1))
(2.510781245112419, ([4, 12], 0.01, 2))
(1.2651430010795592, ([4, 12], 0.01, 3))
(1.240333627164364, ([4, 12], 0.01, 4))
(2.046947620868683, ([4, 12], 0.01, 5))
(1.3274200904369355, ([4, 14], 0.0005, 1))
(0.8912385347485543, ([4, 14], 0.0005, 2))
(1.4146765590310095, ([4, 14], 0.0005, 3))
(1.787445305287838, ([4, 14], 0.0005, 4))
(0.7743716838955879, ([4, 14], 0.0005, 5))
(1.0853393407464025, ([4, 14], 0.001, 1))
(1.3171340554952622, ([4, 14], 0.001, 2))
(1.1888654288947582, ([4, 14], 0.001, 3))
(0.8686002359390258, ([4, 14], 0.001, 4))
(0.8194566339254379, ([4, 14], 0.001, 5))
(0.7958772540688513, ([4, 14], 0.0015, 1))
(1.1244557276964187, ([4, 14], 0.0015, 2))
(0.5663524929881096, ([4, 14], 0.0015, 3))
(1.1001003131866454, ([4, 14], 0.0015, 4))
(0.7792450222969054, ([4, 14], 0.0015, 5))
(1.649195674367249, ([4, 14], 0.002, 1))
(0.7891931056976318, ([4, 14], 0.002, 2))
(2.2508836941719053, ([4, 14], 0.002, 3))
(1.015971781492233, ([4, 14], 0.002, 4))
(1.6506094098091126, ([4, 14], 0.002, 5))
(1.0733229327201843, ([4, 14], 0.0025, 1))
(1.1363264397382735, ([4, 14], 0.0025, 2))
(1.1220813022851943, ([4, 14], 0.0025, 3))
(1.1708926022052766, ([4, 14], 0.0025, 4))
(1.7017171696424485, ([4, 14], 0.0025, 5))
(0.8776869970560075, ([4, 14], 0.003, 1))
(1.2688639879226684, ([4, 14], 0.003, 2))
(1.4252085715532303, ([4, 14], 0.003, 3))
(0.8141296610832214, ([4, 14], 0.003, 4))
(0.8506716609001159, ([4, 14], 0.003, 5))
(1.2081365749835968, ([4, 14], 0.0035, 1))
(1.4871379658579826, ([4, 14], 0.0035, 2))
(1.9246824145317079, ([4, 14], 0.0035, 3))
(1.2111676156520843, ([4, 14], 0.0035, 4))
(1.2134972274303437, ([4, 14], 0.0035, 5))
(0.9906356692314148, ([4, 14], 0.004, 1))
(2.8845003724098204, ([4, 14], 0.004, 2))
(1.0661851644515992, ([4, 14], 0.004, 3))
(1.3445602283477782, ([4, 14], 0.004, 4))
(0.9182838499546051, ([4, 14], 0.004, 5))
(1.0946319103240967, ([4, 14], 0.0045000000000000005, 1))
(0.8061801627278328, ([4, 14], 0.0045000000000000005, 2))
(1.4511766390800473, ([4, 14], 0.0045000000000000005, 3))
(1.083336243033409, ([4, 14], 0.0045000000000000005, 4))
(1.1631794590353965, ([4, 14], 0.0045000000000000005, 5))
(1.8099354074001313, ([4, 14], 0.005000000000000001, 1))
(1.4278108954429627, ([4, 14], 0.005000000000000001, 2))
(1.0821241349577904, ([4, 14], 0.005000000000000001, 3))
(1.3481818602085114, ([4, 14], 0.005000000000000001, 4))
(1.3169008941650389, ([4, 14], 0.005000000000000001, 5))
(1.7277434201240538, ([4, 14], 0.0055, 1))
(1.2484316992759705, ([4, 14], 0.0055, 2))
(0.8319108461141586, ([4, 14], 0.0055, 3))
(1.1570771010518073, ([4, 14], 0.0055, 4))
(1.1787250101566316, ([4, 14], 0.0055, 5))
(1.0857843027114868, ([4, 14], 0.006, 1))
(1.4081320614814756, ([4, 14], 0.006, 2))
(1.8102908135056495, ([4, 14], 0.006, 3))
(1.2132529872655868, ([4, 14], 0.006, 4))
(1.4367026478052138, ([4, 14], 0.006, 5))
(2.958106154203415, ([4, 14], 0.006500000000000001, 1))
(1.51422421336174, ([4, 14], 0.006500000000000001, 2))
(1.3494119673967362, ([4, 14], 0.006500000000000001, 3))
(0.8832305849790572, ([4, 14], 0.006500000000000001, 4))
(1.0839675116539003, ([4, 14], 0.006500000000000001, 5))
(1.1011639032363891, ([4, 14], 0.007000000000000001, 1))
(0.6793846487998961, ([4, 14], 0.007000000000000001, 2))
(1.0999832961559295, ([4, 14], 0.007000000000000001, 3))
(1.491019837617874, ([4, 14], 0.007000000000000001, 4))
(1.011427022576332, ([4, 14], 0.007000000000000001, 5))
(0.896337915956974, ([4, 14], 0.0075, 1))
(0.9056741271018982, ([4, 14], 0.0075, 2))
(1.501014623105526, ([4, 14], 0.0075, 3))
(0.9169343383312224, ([4, 14], 0.0075, 4))
(1.1702147603034974, ([4, 14], 0.0075, 5))
(2.053675581872463, ([4, 14], 0.008, 1))
(1.3459729313850404, ([4, 14], 0.008, 2))
(2.2905717343091965, ([4, 14], 0.008, 3))
(0.9397906303405762, ([4, 14], 0.008, 4))
(0.8719414715766906, ([4, 14], 0.008, 5))
(1.4054834680557249, ([4, 14], 0.0085, 1))
(1.1109047577381133, ([4, 14], 0.0085, 2))
(0.9240803968906401, ([4, 14], 0.0085, 3))
(0.9261277855634689, ([4, 14], 0.0085, 4))
(1.5997222036123275, ([4, 14], 0.0085, 5))
(1.0112600468099118, ([4, 14], 0.009000000000000001, 1))
(1.6526439980268477, ([4, 14], 0.009000000000000001, 2))
(1.8062818765640258, ([4, 14], 0.009000000000000001, 3))
(1.6949894995689392, ([4, 14], 0.009000000000000001, 4))
(1.3509088158607483, ([4, 14], 0.009000000000000001, 5))
(1.800090194106102, ([4, 14], 0.009500000000000001, 1))
(1.637014130115509, ([4, 14], 0.009500000000000001, 2))
(1.888421219587326, ([4, 14], 0.009500000000000001, 3))
(1.0751341879367828, ([4, 14], 0.009500000000000001, 4))
(1.1116515696048737, ([4, 14], 0.009500000000000001, 5))
(1.5476553589105606, ([4, 14], 0.01, 1))
(1.0000841708183288, ([4, 14], 0.01, 2))
(1.1298337966203689, ([4, 14], 0.01, 3))
(1.7540026383399963, ([4, 14], 0.01, 4))
(1.102527397930622, ([4, 14], 0.01, 5))
(0.9058821450769902, ([4, 16], 0.0005, 1))
(0.7147578167915344, ([4, 16], 0.0005, 2))
(1.5000574619174003, ([4, 16], 0.0005, 3))
(1.811660193949938, ([4, 16], 0.0005, 4))
(1.2948444352149964, ([4, 16], 0.0005, 5))
(1.564423622995615, ([4, 16], 0.001, 1))
(0.9832117784023285, ([4, 16], 0.001, 2))
(0.8149252460002898, ([4, 16], 0.001, 3))
(1.3046137690544128, ([4, 16], 0.001, 4))
(1.141600200653076, ([4, 16], 0.001, 5))
(1.6319282398223875, ([4, 16], 0.0015, 1))
(0.9044988214969635, ([4, 16], 0.0015, 2))
(0.6189758530855178, ([4, 16], 0.0015, 3))
(1.0873068348169326, ([4, 16], 0.0015, 4))
(1.3650389776229859, ([4, 16], 0.0015, 5))
(1.2735117779970166, ([4, 16], 0.002, 1))
(1.0485454604625701, ([4, 16], 0.002, 2))
(1.6699029743671416, ([4, 16], 0.002, 3))
(1.8997574553489684, ([4, 16], 0.002, 4))
(1.1482665971517563, ([4, 16], 0.002, 5))
(0.8364967513084413, ([4, 16], 0.0025, 1))
(1.3187851430177688, ([4, 16], 0.0025, 2))
(0.9199807242155075, ([4, 16], 0.0025, 3))
(1.3187554001808166, ([4, 16], 0.0025, 4))
(0.9832226637601853, ([4, 16], 0.0025, 5))
(0.6092571259737014, ([4, 16], 0.003, 1))
(1.2232264385223388, ([4, 16], 0.003, 2))
(1.384285549879074, ([4, 16], 0.003, 3))
(1.8752219766378402, ([4, 16], 0.003, 4))
(1.1518230982720852, ([4, 16], 0.003, 5))
(1.3409768402576447, ([4, 16], 0.0035, 1))
(0.6847411129474639, ([4, 16], 0.0035, 2))
(0.9362182617783545, ([4, 16], 0.0035, 3))
(1.3600058048963546, ([4, 16], 0.0035, 4))
(2.486223649978638, ([4, 16], 0.0035, 5))
(1.552126999258995, ([4, 16], 0.004, 1))
(1.3431873903274536, ([4, 16], 0.004, 2))
(1.1475644664764402, ([4, 16], 0.004, 3))
(0.9258933197557926, ([4, 16], 0.004, 4))
(1.1542119727134703, ([4, 16], 0.004, 5))
(1.310007086455822, ([4, 16], 0.0045000000000000005, 1))
(1.3630008713006974, ([4, 16], 0.0045000000000000005, 2))
(1.691496443748474, ([4, 16], 0.0045000000000000005, 3))
(1.9896751389503478, ([4, 16], 0.0045000000000000005, 4))
(1.016231155395508, ([4, 16], 0.0045000000000000005, 5))
(2.3731163803339004, ([4, 16], 0.005000000000000001, 1))
(1.1897382125258447, ([4, 16], 0.005000000000000001, 2))
(1.4138844625949858, ([4, 16], 0.005000000000000001, 3))
(1.1963979498147963, ([4, 16], 0.005000000000000001, 4))
(1.3125895053744316, ([4, 16], 0.005000000000000001, 5))
(0.8468946623802186, ([4, 16], 0.0055, 1))
(1.2977864056825639, ([4, 16], 0.0055, 2))
(2.3251536207199095, ([4, 16], 0.0055, 3))
(1.0368692681789398, ([4, 16], 0.0055, 4))
(0.7453926056623458, ([4, 16], 0.0055, 5))
(2.5733775095939633, ([4, 16], 0.006, 1))
(1.2033108264803887, ([4, 16], 0.006, 2))
(1.273217463493347, ([4, 16], 0.006, 3))
(1.2127591297626494, ([4, 16], 0.006, 4))
(1.3375498265028, ([4, 16], 0.006, 5))
(2.0982433795928954, ([4, 16], 0.006500000000000001, 1))
(1.1850155740976334, ([4, 16], 0.006500000000000001, 2))
(1.4632665395736695, ([4, 16], 0.006500000000000001, 3))
(1.1532678127288818, ([4, 16], 0.006500000000000001, 4))
(0.6359285359382629, ([4, 16], 0.006500000000000001, 5))
(1.2279335188865663, ([4, 16], 0.007000000000000001, 1))
(1.8936476693153383, ([4, 16], 0.007000000000000001, 2))
(2.462467853784561, ([4, 16], 0.007000000000000001, 3))
(1.6430317886769772, ([4, 16], 0.007000000000000001, 4))
(1.2566252091750503, ([4, 16], 0.007000000000000001, 5))
(1.2192372608184816, ([4, 16], 0.0075, 1))
(1.7412661492824555, ([4, 16], 0.0075, 2))
(1.412972056865692, ([4, 16], 0.0075, 3))
(1.2585389942526817, ([4, 16], 0.0075, 4))
(1.0802747547626494, ([4, 16], 0.0075, 5))
(1.795438157081604, ([4, 16], 0.008, 1))
(1.0862707555294038, ([4, 16], 0.008, 2))
(0.8813734352588654, ([4, 16], 0.008, 3))
(1.1030549318790435, ([4, 16], 0.008, 4))
(0.8184270014166831, ([4, 16], 0.008, 5))
(1.2546256530284883, ([4, 16], 0.0085, 1))
(1.3197709398269653, ([4, 16], 0.0085, 2))
(1.8891822681427002, ([4, 16], 0.0085, 3))
(1.116186977982521, ([4, 16], 0.0085, 4))
(1.1592922180891037, ([4, 16], 0.0085, 5))
(1.769061592966318, ([4, 16], 0.009000000000000001, 1))
(1.6955710545778273, ([4, 16], 0.009000000000000001, 2))
(1.1364565551280976, ([4, 16], 0.009000000000000001, 3))
(1.5592329566478729, ([4, 16], 0.009000000000000001, 4))
(0.6623729798793792, ([4, 16], 0.009000000000000001, 5))
(1.8967458114624023, ([4, 16], 0.009500000000000001, 1))
(2.2776207613945005, ([4, 16], 0.009500000000000001, 2))
(1.1458761531710624, ([4, 16], 0.009500000000000001, 3))
(1.0107010066509248, ([4, 16], 0.009500000000000001, 4))
(1.0599589824676514, ([4, 16], 0.009500000000000001, 5))
(2.685815805196762, ([4, 16], 0.01, 1))
(1.6917932764291763, ([4, 16], 0.01, 2))
(1.162435269355774, ([4, 16], 0.01, 3))
(1.634011776804924, ([4, 16], 0.01, 4))
(1.1855806622505187, ([4, 16], 0.01, 5))
(1.2166923332214357, ([6, 4], 0.0005, 1))
(1.33245773768425, ([6, 4], 0.0005, 2))
(1.1259207577109336, ([6, 4], 0.0005, 3))
(1.396939981341362, ([6, 4], 0.0005, 4))
(1.0899898003786803, ([6, 4], 0.0005, 5))
(1.8100609183907508, ([6, 4], 0.001, 1))
(1.4933383096456527, ([6, 4], 0.001, 2))
(1.2260737166404723, ([6, 4], 0.001, 3))
(1.5083378777503966, ([6, 4], 0.001, 4))
(2.6616427138447762, ([6, 4], 0.001, 5))
(1.7336895899772642, ([6, 4], 0.0015, 1))
(1.1692838463783264, ([6, 4], 0.0015, 2))
(1.6260648385286331, ([6, 4], 0.0015, 3))
(2.3142430604100226, ([6, 4], 0.0015, 4))
(2.0116362110376356, ([6, 4], 0.0015, 5))
(2.189341270983219, ([6, 4], 0.002, 1))
(1.9361335322856903, ([6, 4], 0.002, 2))
(1.4293557494878768, ([6, 4], 0.002, 3))
(1.4482899489998817, ([6, 4], 0.002, 4))
(1.005529926776886, ([6, 4], 0.002, 5))
(1.2803544372320175, ([6, 4], 0.0025, 1))
(1.0957497940063476, ([6, 4], 0.0025, 2))
(1.2494115889668465, ([6, 4], 0.0025, 3))
(1.2022256650328635, ([6, 4], 0.0025, 4))
(1.413247452735901, ([6, 4], 0.0025, 5))
(0.6756657428741456, ([6, 4], 0.003, 1))
(0.8480877599716188, ([6, 4], 0.003, 2))
(1.1646828532218934, ([6, 4], 0.003, 3))
(2.111308166742325, ([6, 4], 0.003, 4))
(0.8344808535575865, ([6, 4], 0.003, 5))
(1.0806392626762389, ([6, 4], 0.0035, 1))
(0.9778292105197905, ([6, 4], 0.0035, 2))
(1.0988208413124085, ([6, 4], 0.0035, 3))
(0.8390694454908371, ([6, 4], 0.0035, 4))
(1.6292748578488827, ([6, 4], 0.0035, 5))
(1.8149927691221237, ([6, 4], 0.004, 1))
(0.8556416974067688, ([6, 4], 0.004, 2))
(0.8997659508585929, ([6, 4], 0.004, 3))
(0.900432625412941, ([6, 4], 0.004, 4))
(1.4082191944122315, ([6, 4], 0.004, 5))
(1.4175483375787734, ([6, 4], 0.0045000000000000005, 1))
(1.1825474218130112, ([6, 4], 0.0045000000000000005, 2))
(1.346464808344841, ([6, 4], 0.0045000000000000005, 3))
(1.231004163980484, ([6, 4], 0.0045000000000000005, 4))
(0.989868144750595, ([6, 4], 0.0045000000000000005, 5))
(1.0470769450664519, ([6, 4], 0.005000000000000001, 1))
(1.5402439281940459, ([6, 4], 0.005000000000000001, 2))
(1.7922060326337814, ([6, 4], 0.005000000000000001, 3))
(1.0824004486203194, ([6, 4], 0.005000000000000001, 4))
(1.201055383682251, ([6, 4], 0.005000000000000001, 5))
(0.9737811521291733, ([6, 4], 0.0055, 1))
(1.1050150513648986, ([6, 4], 0.0055, 2))
(1.4909353110790253, ([6, 4], 0.0055, 3))
(1.5297578558921814, ([6, 4], 0.0055, 4))
(2.2547874808311463, ([6, 4], 0.0055, 5))
(2.1238318786621093, ([6, 4], 0.006, 1))
(0.9442228109836577, ([6, 4], 0.006, 2))
(0.8245401854515075, ([6, 4], 0.006, 3))
(0.7493608565330505, ([6, 4], 0.006, 4))
(0.7929737244844437, ([6, 4], 0.006, 5))
(1.0899363100528716, ([6, 4], 0.006500000000000001, 1))
(1.1847527861595153, ([6, 4], 0.006500000000000001, 2))
(3.091305349826813, ([6, 4], 0.006500000000000001, 3))
(1.7420109391212464, ([6, 4], 0.006500000000000001, 4))
(1.2249703847169875, ([6, 4], 0.006500000000000001, 5))
(1.2084695398807526, ([6, 4], 0.007000000000000001, 1))
(1.1909960852861403, ([6, 4], 0.007000000000000001, 2))
(2.288969725370407, ([6, 4], 0.007000000000000001, 3))
(0.6413855509757996, ([6, 4], 0.007000000000000001, 4))
(0.7482418149709701, ([6, 4], 0.007000000000000001, 5))
(0.6430720917880535, ([6, 4], 0.0075, 1))
(0.9183787291049956, ([6, 4], 0.0075, 2))
(1.7715357110500336, ([6, 4], 0.0075, 3))
(1.0784312829971312, ([6, 4], 0.0075, 4))
(0.9180337965488434, ([6, 4], 0.0075, 5))
(2.1961606283187862, ([6, 4], 0.008, 1))
(1.4643538117408752, ([6, 4], 0.008, 2))
(1.210760271549225, ([6, 4], 0.008, 3))
(1.987245664179325, ([6, 4], 0.008, 4))
(1.4449820384979248, ([6, 4], 0.008, 5))
(1.453736789703369, ([6, 4], 0.0085, 1))
(1.5939869091510772, ([6, 4], 0.0085, 2))
(0.9025445342063904, ([6, 4], 0.0085, 3))
(1.9287601919174193, ([6, 4], 0.0085, 4))
(1.0649053916931153, ([6, 4], 0.0085, 5))
(1.2803169623613357, ([6, 4], 0.009000000000000001, 1))
(1.2721388583183288, ([6, 4], 0.009000000000000001, 2))
(1.4955816001892088, ([6, 4], 0.009000000000000001, 3))
(2.1430346339941027, ([6, 4], 0.009000000000000001, 4))
(1.3308824002742767, ([6, 4], 0.009000000000000001, 5))
(1.9564115390777588, ([6, 4], 0.009500000000000001, 1))
(0.7806524560451507, ([6, 4], 0.009500000000000001, 2))
(0.9610192582607269, ([6, 4], 0.009500000000000001, 3))
(1.5189617724418638, ([6, 4], 0.009500000000000001, 4))
(0.9301049381494522, ([6, 4], 0.009500000000000001, 5))
(2.427236291885376, ([6, 4], 0.01, 1))
(1.3188528627753258, ([6, 4], 0.01, 2))
(1.0341936067342758, ([6, 4], 0.01, 3))
(1.337247418165207, ([6, 4], 0.01, 4))
(1.2156735677719115, ([6, 4], 0.01, 5))
(2.1318964425325397, ([6, 6], 0.0005, 1))
(1.6451321721673011, ([6, 6], 0.0005, 2))
(1.928272684216499, ([6, 6], 0.0005, 3))
(0.9003470706939698, ([6, 6], 0.0005, 4))
(1.2698152486085892, ([6, 6], 0.0005, 5))
(1.057660752594471, ([6, 6], 0.001, 1))
(1.6108016089200974, ([6, 6], 0.001, 2))
(0.8138955032825468, ([6, 6], 0.001, 3))
(1.6052762031555177, ([6, 6], 0.001, 4))
(1.2659798786640166, ([6, 6], 0.001, 5))
(1.0728453490138055, ([6, 6], 0.0015, 1))
(1.1366470562219617, ([6, 6], 0.0015, 2))
(1.102965401172638, ([6, 6], 0.0015, 3))
(1.2132379606962203, ([6, 6], 0.0015, 4))
(1.6881771311759948, ([6, 6], 0.0015, 5))
(1.7771459627151487, ([6, 6], 0.002, 1))
(0.9721840471625327, ([6, 6], 0.002, 2))
(1.5983143076896666, ([6, 6], 0.002, 3))
(1.7317303750514985, ([6, 6], 0.002, 4))
(1.6682624533772468, ([6, 6], 0.002, 5))
(1.84166169911623, ([6, 6], 0.0025, 1))
(2.4058638083934785, ([6, 6], 0.0025, 2))
(1.2240764961242676, ([6, 6], 0.0025, 3))
(2.0885962055921556, ([6, 6], 0.0025, 4))
(0.825029718875885, ([6, 6], 0.0025, 5))
(1.9872065126895904, ([6, 6], 0.003, 1))
(0.7453679728507996, ([6, 6], 0.003, 2))
(1.4698260054588317, ([6, 6], 0.003, 3))
(1.888727867603302, ([6, 6], 0.003, 4))
(1.0373202238082886, ([6, 6], 0.003, 5))
(1.0904271498918532, ([6, 6], 0.0035, 1))
(1.3242830590009689, ([6, 6], 0.0035, 2))
(0.9927038834095001, ([6, 6], 0.0035, 3))
(1.4573337540626525, ([6, 6], 0.0035, 4))
(0.7685213595628737, ([6, 6], 0.0035, 5))
(1.3761345670223235, ([6, 6], 0.004, 1))
(1.7773157238960267, ([6, 6], 0.004, 2))
(1.1485681712627411, ([6, 6], 0.004, 3))
(1.554474377989769, ([6, 6], 0.004, 4))
(1.2126574635505676, ([6, 6], 0.004, 5))
(1.6411214172840118, ([6, 6], 0.0045000000000000005, 1))
(1.4255278245210647, ([6, 6], 0.0045000000000000005, 2))
(1.0472083480358123, ([6, 6], 0.0045000000000000005, 3))
(1.9228347139358521, ([6, 6], 0.0045000000000000005, 4))
(1.7424759850502014, ([6, 6], 0.0045000000000000005, 5))
(1.141659258365631, ([6, 6], 0.005000000000000001, 1))
(0.7321703612804412, ([6, 6], 0.005000000000000001, 2))
(1.6326693270206452, ([6, 6], 0.005000000000000001, 3))
(3.0278487892150876, ([6, 6], 0.005000000000000001, 4))
(0.807813286781311, ([6, 6], 0.005000000000000001, 5))
(0.7022793278694152, ([6, 6], 0.0055, 1))
(1.0857456371784209, ([6, 6], 0.0055, 2))
(1.0722340033054352, ([6, 6], 0.0055, 3))
(1.699340412080288, ([6, 6], 0.0055, 4))
(0.7902754354476929, ([6, 6], 0.0055, 5))
(1.3782890633344649, ([6, 6], 0.006, 1))
(2.5532774016857145, ([6, 6], 0.006, 2))
(1.687449226140976, ([6, 6], 0.006, 3))
(0.89673992395401, ([6, 6], 0.006, 4))
(1.516772536188364, ([6, 6], 0.006, 5))
(2.813425581932068, ([6, 6], 0.006500000000000001, 1))
(1.171431763470173, ([6, 6], 0.006500000000000001, 2))
(0.9412429616451263, ([6, 6], 0.006500000000000001, 3))
(1.7396910607814788, ([6, 6], 0.006500000000000001, 4))
(1.677623079776764, ([6, 6], 0.006500000000000001, 5))
(1.3466592059135436, ([6, 6], 0.007000000000000001, 1))
(0.7216331169605253, ([6, 6], 0.007000000000000001, 2))
(1.2913848028182984, ([6, 6], 0.007000000000000001, 3))
(0.775361404120922, ([6, 6], 0.007000000000000001, 4))
(1.3851230442523956, ([6, 6], 0.007000000000000001, 5))
(1.1764573186635972, ([6, 6], 0.0075, 1))
(1.3817858115434647, ([6, 6], 0.0075, 2))
(0.5595279294252395, ([6, 6], 0.0075, 3))
(1.361491812825203, ([6, 6], 0.0075, 4))
(1.4529671088457108, ([6, 6], 0.0075, 5))
(1.6596207946538926, ([6, 6], 0.008, 1))
(1.3651732236146927, ([6, 6], 0.008, 2))
(1.2966648850440978, ([6, 6], 0.008, 3))
(1.087544153690338, ([6, 6], 0.008, 4))
